0,1,2,3,4,5,6,7,8,9,label
-0.12606067188790265,1.0903595123630894,-0.7399239129599375,-0.010092523898063723,-0.03930978546744752,0.25646218668997456,-1.093101877370163,-0.06924277464154012,-0.9857054243887405,-1.113280984818672,normal
2.215916058348122,1.0903595123630894,0.753020960316002,-0.010080909291706457,-0.03930978546744752,-0.048758371451074124,0.7721086624557036,-0.34928194284986874,-0.32593563715631535,-0.4673077469547773,normal
-2.4680374021239273,-1.031105003876645,0.753020960316002,-0.010089205439104503,-0.03930978546744752,-0.7289641867368397,0.7721086624557036,-0.34928194284986874,-0.2626700411203294,1.0696630603765584,normal
-0.12606067188790265,2.1832351722441645,-0.7399239129599375,-0.010092523898063723,-0.03930978546744752,0.5965650943328573,-1.3205665773489275,0.04277289264179135,-0.9676295398070303,-1.0910060455819859,normal
-0.12606067188790265,-0.4525237721748993,0.753020960316002,-0.010010806846192955,-0.022839930608983178,-0.7289641867368397,0.7721086624557036,-0.34928194284986874,1.2647422060341893,1.0696630603765584,attack
-0.12606067188790265,-1.5453994320559745,-0.7399239129599375,-0.010092523898063723,-0.03930978546744752,0.5442415700801061,-1.1158483473680394,-0.06924277464154012,-0.8139845208624928,-0.9350814709251838,normal
-0.12606067188790265,-0.4525237721748993,-2.232868786235877,-0.010092523898063723,-0.03930978546744752,-0.7289641867368397,0.7721086624557036,-0.34928194284986874,1.2557042637433342,1.0696630603765584,attack
-0.12606067188790265,2.311808779288997,-0.7399239129599375,-0.010092523898063723,-0.03930978546744752,1.7128002783915497,-1.3660595173446803,-0.013234940999874422,-0.8772501168984789,-1.001906288635242,normal
-0.12606067188790265,-0.4525237721748993,0.753020960316002,-0.00994526728174838,0.05499504990463433,-0.685361249859547,0.7721086624557036,-0.34928194284986874,1.2647422060341893,1.0696630603765584,attack
-0.12606067188790265,-0.4525237721748993,0.753020960316002,-0.009991310899807544,0.0418236690540511,-0.6940818372350056,0.7721086624557036,-0.34928194284986874,1.2647422060341893,1.0696630603765584,attack
-0.12606067188790265,-0.6453841827421478,0.753020960316002,-0.009782247985376748,-0.03930978546744752,-0.7289641867368397,0.7721086624557036,-0.34928194284986874,-0.16325267592092282,-0.04408390145774282,attack
2.215916058348122,-1.1596786109214774,0.753020960316002,-0.010075101988527823,-0.038836966667682986,-0.6679200751086299,0.7721086624557036,-0.34928194284986874,1.2647422060341893,1.0696630603765584,attack
2.215916058348122,0.7689254947510084,0.753020960316002,-0.010031962022057977,-0.0381277384680362,-0.7289641867368397,0.7721086624557036,-0.34928194284986874,-1.0308951358430163,-1.157830863292044,attack
-0.12606067188790265,-0.7739577897869803,-0.7399239129599375,-0.010092523898063723,-0.03930978546744752,-0.4150230412203325,-0.45620071742962315,-0.06924277464154012,-0.8501362900259135,-0.6677822000849516,normal
-0.12606067188790265,-0.5810973792197317,-0.7399239129599375,-0.010092523898063723,-0.03930978546744752,0.7186533175892768,-1.4797918673340622,0.04277289264179135,-1.0308951358430163,-1.157830863292044,normal
-0.12606067188790265,-0.9025313968318126,-2.232868786235877,-0.010092523898063723,-0.03930978546744752,0.38727099732185255,-1.4570453973361859,0.04277289264179135,-1.0218571935521612,-1.1355559240553579,normal
-0.12606067188790265,-0.9025313968318126,-0.7399239129599375,-0.010092523898063723,-0.03930978546744752,0.3000651235672672,-1.4342989273383093,0.04277289264179135,-1.0037813089704508,-1.113280984818672,normal
-0.12606067188790265,1.7975143511096674,0.753020960316002,-0.010007488387233737,0.02931648604123232,-0.7289641867368397,0.7721086624557036,-0.34928194284986874,-0.8049465785716378,-0.9350814709251838,attack
-0.12606067188790265,-0.4525237721748993,0.753020960316002,-0.009965592842873596,-0.017875333211455652,-0.6243171382313373,0.7721086624557036,-0.34928194284986874,1.2647422060341893,1.0696630603765584,attack
-0.12606067188790265,-0.4525237721748993,0.753020960316002,-0.009992970129287154,-0.0304050314052156,-0.6155965508558787,0.7721086624557036,-0.34928194284986874,1.2647422060341893,1.0696630603765584,attack
-0.12606067188790265,-0.4525237721748993,0.753020960316002,-0.009970155723942524,-0.010816823986399507,-0.7115230119859226,0.7721086624557036,-0.34928194284986874,0.21634090029499306,1.0696630603765584,attack
-2.4680374021239273,-1.031105003876645,0.753020960316002,-0.010089205439104503,-0.03930978546744752,-0.7289641867368397,0.7721086624557036,-0.34928194284986874,-0.20844238737519852,1.0696630603765584,normal
-2.4680374021239273,-1.031105003876645,0.753020960316002,-0.010089205439104503,-0.03930978546744752,-0.7289641867368397,0.7721086624557036,-0.34928194284986874,-0.13613884904835738,1.0696630603765584,normal
-2.4680374021239273,-1.031105003876645,0.753020960316002,-0.010080079676966652,-0.03930978546744752,-0.7028024246104642,-0.9338765873850281,2.4511097392334174,-0.7778327516990723,-0.9128065316884978,attack
-0.12606067188790265,-0.4525237721748993,0.753020960316002,0.012531070056411676,0.05428582170498754,-0.7115230119859226,0.7721086624557036,-0.34928194284986874,1.2647422060341893,1.0696630603765584,normal
-0.12606067188790265,-1.416825825011142,-2.232868786235877,-0.010092523898063723,-0.03930978546744752,1.800006152146135,-1.3660595173446803,-0.013234940999874422,-0.8862880591893341,-1.001906288635242,normal
-0.12606067188790265,-0.4525237721748993,0.753020960316002,-0.009996703395616275,0.04473938498593235,-0.7289641867368397,0.7721086624557036,-0.34928194284986874,1.2647422060341893,1.0696630603765584,attack
-0.12606067188790265,-0.4525237721748993,-2.232868786235877,-0.010092523898063723,-0.03930978546744752,-0.7202435993613812,0.7721086624557036,-0.34928194284986874,1.2647422060341893,1.0696630603765584,attack
-0.12606067188790265,-0.6453841827421478,0.753020960316002,-0.009521748957078057,-0.03930978546744752,-0.7289641867368397,0.7721086624557036,-0.34928194284986874,-0.3168976948654602,-0.4673077469547773,attack
-0.12606067188790265,-0.4525237721748993,0.753020960316002,-0.009986333211368716,-0.0348292644601551,-0.6591994877331715,0.7721086624557036,-0.34928194284986874,1.2647422060341893,1.0696630603765584,attack
